date,year,url,saved_path,status,bytes,sha256,kind
20060131,2006,https://www.federalreserve.gov/fomc/minutes/20060131.htm,minutes_html\2006\fomcminutes-20060131.htm,200,51393,ecffd8f59e446143d1571b27195e79a1a553aaf5c9584293f9c30b81849999a8,html_old_flat
20060328,2006,https://www.federalreserve.gov/fomc/minutes/20060328.htm,minutes_html\2006\fomcminutes-20060328.htm,200,32544,3f8ffdd53d4543281533aeacb3cdbf9dd90f3e228393096c5c3f27a76621582c,html_old_flat
20060510,2006,https://www.federalreserve.gov/fomc/minutes/20060510.htm,minutes_html\2006\fomcminutes-20060510.htm,200,33635,d33892cd203b4dae96ff173e756838f70a7e08e5fd4470a48fc22d594542974e,html_old_flat
20060629,2006,https://www.federalreserve.gov/fomc/minutes/20060629.htm,minutes_html\2006\fomcminutes-20060629.htm,200,32475,fdaee72b5e17b67435547d663e91d70964bc917e13a85f1ee22c311870466e38,html_old_flat
20060808,2006,https://www.federalreserve.gov/fomc/minutes/20060808.htm,minutes_html\2006\fomcminutes-20060808.htm,200,29827,83a09bf72a76303a4d0d51b9229639fd3ab1bcde0f49c844d048034905a32335,html_old_flat
20060920,2006,https://www.federalreserve.gov/fomc/minutes/20060920.htm,minutes_html\2006\fomcminutes-20060920.htm,200,30030,c382d8262547621a37bc085a6fd25554a7a52177c56aa4c69e4d8b4c47d44289,html_old_flat
20061025,2006,https://www.federalreserve.gov/fomc/minutes/20061025.htm,minutes_html\2006\fomcminutes-20061025.htm,200,35112,90a11f09d14720cede66649d702f9a07354f34881afa2bc207d63e472c2c83dd,html_old_flat
20061212,2006,https://www.federalreserve.gov/fomc/minutes/20061212.htm,minutes_html\2006\fomcminutes-20061212.htm,200,32642,815cd46656e7201f34d137b99f2d829a06b1a42f75b7bf9e401b36e741230842,html_old_flat
20050202,2005,https://www.federalreserve.gov/fomc/minutes/20050202.htm,minutes_html\2005\fomcminutes-20050202.htm,200,55217,08acced3561b7812c16e4449f34ac1a59aaf511cd5462ca00a5513b9c4dabfca,html_old_flat
20050322,2005,https://www.federalreserve.gov/fomc/minutes/20050322.htm,minutes_html\2005\fomcminutes-20050322.htm,200,33724,20e54516ffa6dfa9688fee20a69d12ff807737ac978d89c30dabad3e395f96d5,html_old_flat
20050503,2005,https://www.federalreserve.gov/fomc/minutes/20050503.htm,minutes_html\2005\fomcminutes-20050503.htm,200,36297,8837f9fd9de70269b224207a165fb7ffab5510faae5a7bb43a57b19a95e161df,html_old_flat
20050630,2005,https://www.federalreserve.gov/fomc/minutes/20050630.htm,minutes_html\2005\fomcminutes-20050630.htm,200,38039,d084a671bdd6c8f3d3c11de4bc9784eb65d3ce108a00eea164e18eb61e53bd18,html_old_flat
20050809,2005,https://www.federalreserve.gov/fomc/minutes/20050809.htm,minutes_html\2005\fomcminutes-20050809.htm,200,26995,a60598abeab8e0e4f83af5cfb95ac97bd8ee81bda8b7d0947e2836f923fde0a9,html_old_flat
20050920,2005,https://www.federalreserve.gov/fomc/minutes/20050920.htm,minutes_html\2005\fomcminutes-20050920.htm,200,28409,bcbaafeaa8fd4f044d721fe5127e1a4da83660f5fa9f25718c0536d41ba1a96c,html_old_flat
20051101,2005,https://www.federalreserve.gov/fomc/minutes/20051101.htm,minutes_html\2005\fomcminutes-20051101.htm,200,29734,84bff3a2f41bb371206aacbab51593a3eb676a67f9ed2793bddf05c0896ea581,html_old_flat
20051213,2005,https://www.federalreserve.gov/fomc/minutes/20051213.htm,minutes_html\2005\fomcminutes-20051213.htm,200,31911,989f5e38679ddd1f3fd05ebad572b84801aab65de512cca3fe548e5a25f8a57f,html_old_flat
